center,pde,seed,historical_status,status,failure_reason,e_GN,correction,e_SO,classification,scalar_improvement_product,identity_error,r_D,Z_norm,condition_A,lambda_min,q,min_direction_energy_fraction,weak10percent_energy_fraction,mu_effective,SO_win,source_sha256,alpha,gamma,error_GN,error_SO,strict_SO_win,strict_GN_win,logR_floor,logR,relative_GN,relative_SO,reference_resolved,source,execution_disposition,historical_binding_valid
burgers_58,burgers,58,PASS,PASS,,0.36817526332515627,-0.09579879334182806,0.2723764699833282,appropriate,-0.061364083123969265,1.309860793935507e-12,0.0017762460339964116,10.477631296363635,100021348.80469495,0.030959526966554834,0.27237647001727716,4.55655516485418e-13,0.0021829528552642224,1149.243415563477,True,9e5771bdbdc7b11449cd6e5b12535f354f05c29462b2080aab05a6c088529115,,,,,,,,,,,,,,
burgers_59,burgers,59,PASS,PASS,,0.7284939415554845,1.2825087457243853,2.01100268727987,wrong_direction,3.513428385363812,7.069036550651238e-12,0.00647129645806373,12.725377713172124,100881492.46755038,0.009765085779472021,2.0110026870427182,0.02754924948984634,0.03712687261130638,4021.532079115839,False,c114a44f04d4fa224ac87315a478f79a22596d161a0c12579f998cf31be74b69,,,,,,,,,,,,,,
burgers_60,burgers,60,PASS,PASS,,-4.257442519111464,4.637105493354511,0.37966297424304685,appropriate,-17.981672829527096,2.6077266559822513e-12,0.003209893378565587,6.782456895220196,100446656.62475249,0.02761987578100452,0.37966297412827926,2.7908600846916974e-05,0.0006453730510948539,11488.731287440156,True,e9279d0066d2e70f795eff0bd9a61085ddafe6ea718ebaf52f0166fe438f4252,,,,,,,,,,,,,,
burgers_61,burgers,61,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers_62,burgers,62,PASS,PASS,,1.5934945038677597,-1.1474161962568132,0.44607830761094647,appropriate,-2.3402388773357115,1.4141118375227156e-11,0.01070473761677609,7.828572695365475,100723538.90989703,0.050330452541611115,0.44607830792786446,3.252609197045845e-05,3.4532355787559097e-05,37737.50620234636,True,1ec4ec3b09ca34c62c863d8744fac2f5560b445cd55c6c1c9b4778b8babb352e,,,,,,,,,,,,,,
burgers_63,burgers,63,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers_64,burgers,64,PASS,PASS,,-2.8660440802302674,4.826715533955735,1.9606714537254675,appropriate,-4.369976120369021,2.998168402196262e-12,0.002505730690037733,9.47360073320547,100223808.49605836,0.0229190000524817,1.9606714536026169,1.3918551373533794e-07,1.4797479203780256e-07,849.7548277431916,True,e627436c9468e2e3060aa3d3ad9120ccdd6d8c67e6a301c3b7b7ddc5311be627,,,,,,,,,,,,,,
burgers_65,burgers,65,PASS,PASS,,2.3547593245891676,-1.9121440211124536,0.44261530347671396,appropriate,-5.348983169867849,4.20301627692096e-12,0.00328413043144077,11.80806707454774,100208476.4230928,0.025382004051967486,0.4426153035751528,8.846857235467129e-11,0.0003123127189633916,4796.270043616623,True,2cbb071aa476043dc13283501ddc231a6ddf14f6dc242c34c39d17a78b01bc02,,,,,,,,,,,,,,
burgers_66,burgers,66,PASS,PASS,,2.3463469998812343,-1.7219878279241811,0.6243591719570531,appropriate,-5.115519868244772,9.31826617117597e-13,0.0036287382932044033,8.395230606965395,100011461.00976358,0.04094364688377882,0.6243591719311222,0.008117890712668989,0.008316262188999085,2703.437281963608,True,0825ba2c573b65180691f28433ed5d0ee1785061a47d974cfc017217682883ce,,,,,,,,,,,,,,
burgers_67,burgers,67,PASS,PASS,,-1.4459867275265879,4.269658432958977,2.823671705432389,overshoot,5.882244283876405,9.083772615564462e-12,0.0030970244450620704,16.204134918443707,100205391.81269255,0.005266229999939892,2.823671705119846,3.049541773063737e-05,3.4135943622828304e-05,406.6610194179942,False,8fd2dbdb2b09d82c1bc069362ba0d041e993f5d608416b7066e121e378517cae,,,,,,,,,,,,,,
burgers_68,burgers,68,PASS,PASS,,4.663458882644136,-4.357429683436294,0.3060291992078419,appropriate,-21.6541948793447,7.053242497494919e-13,0.006342862876732842,10.992736387047325,100914384.9749483,0.030649801737528553,0.30602919922372807,1.344709302911543e-06,5.293880443573769e-06,14731.149314829574,True,0e291feac3f34c20b92ff0882abd768a6a853ea2142399f119eb0f1bf39eeac2,,,,,,,,,,,,,,
burgers_69,burgers,69,PASS,PASS,,1.2326719751448536,-0.7949876680673924,0.4376843070774612,appropriate,-1.3279126456456372,4.0009975913778666e-12,0.003667152495047429,11.578123130615268,100463480.51500675,0.021606361101918905,0.43768430716695683,5.812097573941431e-10,0.00016111115173468864,5158.421893482912,True,08bfd58eae9a6ecab524e7c8ad84968f73eac544cd0765dd1247c26155c7da16,,,,,,,,,,,,,,
allen_cahn_75,allen_cahn,75,PASS,PASS,,,,,,,,,,,,,,,,,,1e-12,6.391865103171852e-07,0.9590944636646839,4.571408050769406,False,True,-1.5615869715326431,-1.5615869715326431,0.20087369923614234,0.9574402529311009,True,,,
allen_cahn_75,allen_cahn,75,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,6.391865103171852e-05,1.1415557667477714,0.7028022701372265,True,False,0.48507173225448896,0.48507173225448896,0.23580331696031476,0.14517302727814432,True,,,
allen_cahn_75,allen_cahn,75,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.006391865103171852,1.2110470237688986,0.008152454703449052,True,False,5.000921500815554,5.000921500815554,0.24478447395463604,0.0016478256391830987,True,,,
allen_cahn_75,allen_cahn,75,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.6391865103171852,1.1980285105728967,0.004096142480563003,True,False,5.678386904441173,5.678386904441173,0.20209483469133968,0.000690976241530092,True,,,
allen_cahn_75,allen_cahn,75,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,63.918651031718525,1.2367804729990155,0.0011220786026768792,True,False,7.005084028874562,7.005084028874562,0.06940108115493429,6.296466500458352e-05,True,,,
allen_cahn_75,allen_cahn,75,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,6391.865103171852,1.3667899675306572,0.0002545227825194729,True,False,8.588585108356641,8.588585108356641,0.022748342833959878,4.236182334778888e-06,True,,,
allen_cahn_76,allen_cahn,76,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,7.151444019761575e-07,,,,,,,,,,,,
allen_cahn_76,allen_cahn,76,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,7.151444019761575e-05,1.008057691510345,0.034594254905243815,True,False,3.3720930555588127,3.3720930555588127,0.12640887466499198,0.004338066034587538,True,,,
allen_cahn_76,allen_cahn,76,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.007151444019761574,0.9787319746897367,0.02376605092280215,True,False,3.717999699931004,3.717999699931004,0.11989208122932175,0.0029112784515291385,True,,,
allen_cahn_76,allen_cahn,76,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.7151444019761574,1.0741909816378268,0.002733465316737238,True,False,5.973752930966725,5.973752930966725,0.10815905917971497,0.000275229490856368,True,,,
allen_cahn_76,allen_cahn,76,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,71.51444019761574,1.1480069636352113,0.00048046680156232924,True,False,7.77877978714572,7.77877978714572,0.027419512088580948,1.1475684112475742e-05,True,,,
allen_cahn_76,allen_cahn,76,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,7151.444019761575,1.2524079483768986,0.00028044787040926167,True,False,8.404190752482346,8.404190752482346,0.011333949702818863,2.537976592691405e-06,True,,,
allen_cahn_77,allen_cahn,77,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,1.5039294431458957e-07,,,,,,,,,,,,
allen_cahn_77,allen_cahn,77,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,1.5039294431458958e-05,2.0411375707896866,0.7982905667993236,True,False,0.938789914188151,0.938789914188151,0.48229197408276236,0.18862478397491778,True,,,
allen_cahn_77,allen_cahn,77,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.0015039294431458958,1.8060748557256971,0.043165526510364316,True,False,3.7338690022357275,3.7338690022357275,0.39049687607862016,0.009332948301200525,True,,,
allen_cahn_77,allen_cahn,77,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.15039294431458958,1.7100575465878194,0.011657463928358425,True,False,4.988335646496456,4.988335646496456,0.29947100532227144,0.0020414941293055077,True,,,
allen_cahn_77,allen_cahn,77,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,15.03929443145896,1.775000546570709,0.0010092690129539506,True,False,7.4723296905671495,7.4723296905671495,0.11506170491478522,6.542432540232342e-05,True,,,
allen_cahn_77,allen_cahn,77,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,1503.929443145896,1.75989952825892,0.0005714069499518359,True,False,8.032665626421764,8.032665626421764,0.029169299641239925,9.470734137147814e-06,True,,,
allen_cahn_78,allen_cahn,78,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,1.31453212793974e-07,,,,,,,,,,,,
allen_cahn_78,allen_cahn,78,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,1.31453212793974e-05,1.2737268543621525,1.0469245908105336,True,False,0.19609022889745648,0.19609022889745648,0.27112255949848096,0.22284595295322832,True,,,
allen_cahn_78,allen_cahn,78,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.00131453212793974,1.3505670594506682,0.007027422427469787,True,False,5.25845984196337,5.25845984196337,0.2816779775391526,0.0014656585341923745,True,,,
allen_cahn_78,allen_cahn,78,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.13145321279397398,1.3532192326122043,0.004489188585992565,True,False,5.708569679887106,5.708569679887106,0.25080128753855807,0.0008320117319031519,True,,,
allen_cahn_78,allen_cahn,78,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,13.1453212793974,1.448459449877106,0.0016867180387833969,True,False,6.755471170311509,6.755471170311509,0.07688093802223914,8.952716281543224e-05,True,,,
allen_cahn_78,allen_cahn,78,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,1314.5321279397401,1.5032633907156026,0.0009016556021919087,True,False,7.418916265304882,7.418916265304882,0.018508597521954127,1.110143488323826e-05,True,,,
allen_cahn_79,allen_cahn,79,PASS,PASS,,,,,,,,,,,,,,,,,,1e-12,9.112637270293261e-07,1.7163623927266656,0.17063073415508256,True,False,2.3084606701799895,2.3084606701799895,0.5519526603819044,0.05487191286578934,True,,,
allen_cahn_79,allen_cahn,79,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,9.112637270293261e-05,1.646681420438398,0.02643104235988858,True,False,4.131978114902982,4.131978114902982,0.5130511957987574,0.00823503424562732,True,,,
allen_cahn_79,allen_cahn,79,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.009112637270293262,1.6183123352943483,0.009966722876612266,True,False,5.089887285365308,5.089887285365308,0.4667233118896695,0.002874415406846004,True,,,
allen_cahn_79,allen_cahn,79,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.9112637270293261,1.6323725884343503,0.0026601838975608416,True,False,6.419394556378608,6.419394556378608,0.3179921478264668,0.0005182135482991017,True,,,
allen_cahn_79,allen_cahn,79,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,91.12637270293261,1.648383939520599,0.0015762397704719433,True,False,6.952508537857382,6.952508537857382,0.09179051471764488,8.777315550169739e-05,True,,,
allen_cahn_79,allen_cahn,79,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,9112.637270293262,1.6875336701476442,0.0012341544358136503,True,False,7.2206373069968794,7.2206373069968794,0.02682896951975705,1.9620996206979653e-05,True,,,
allen_cahn_80,allen_cahn,80,PASS,PASS,,,,,,,,,,,,,,,,,,1e-12,2.070161076727044e-06,1.2251426130003011,4.317399170108274,False,True,-1.2595959210020604,-1.2595959210020604,0.37461630623357356,1.3201468241162713,True,,,
allen_cahn_80,allen_cahn,80,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,0.00020701610767270438,1.4051838259467502,0.08344851490413419,True,False,2.8236935564683825,2.8236935564683825,0.4118902813381611,0.024460594867691057,True,,,
allen_cahn_80,allen_cahn,80,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.02070161076727044,1.3894788068779178,0.026671340458960913,True,False,3.9530943988700664,3.9530943988700664,0.36626326701186146,0.0070305011085663605,True,,,
allen_cahn_80,allen_cahn,80,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,2.0701610767270435,1.4178706511414845,0.003088238106116137,True,False,6.129310747615294,6.129310747615294,0.29948509928957406,0.0006523030116290535,True,,,
allen_cahn_80,allen_cahn,80,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,207.0161076727044,1.4751132577679442,0.0013627993032656605,True,False,6.986949155201068,6.986949155201068,0.1297355262167851,0.00011985756605873595,True,,,
allen_cahn_80,allen_cahn,80,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,20701.61076727044,1.5064679596131327,0.00044519563991229916,True,False,8.126764543425024,8.126764543425024,0.03983608803906875,1.1772472552758625e-05,True,,,
allen_cahn_81,allen_cahn,81,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-12,,,,,,,,,,,,,
allen_cahn_81,allen_cahn,81,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-10,,,,,,,,,,,,,
allen_cahn_81,allen_cahn,81,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-08,,,,,,,,,,,,,
allen_cahn_81,allen_cahn,81,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-06,,,,,,,,,,,,,
allen_cahn_81,allen_cahn,81,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,
allen_cahn_81,allen_cahn,81,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
allen_cahn_82,allen_cahn,82,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,2.747798066609902e-07,,,,,,,,,,,,
allen_cahn_82,allen_cahn,82,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,2.7477980666099024e-05,0.9503483808407367,0.18423709327103666,True,False,1.6406051555184502,1.6406051555184502,0.1753411922018838,0.0339921151371614,True,,,
allen_cahn_82,allen_cahn,82,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.0027477980666099026,0.8663668124583381,0.05137676996402263,True,False,2.8251222657722317,2.8251222657722317,0.15552413502934076,0.009222799851466233,True,,,
allen_cahn_82,allen_cahn,82,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.2747798066609902,0.7921397232555449,0.017047018396681324,True,False,3.838762480164175,3.838762480164175,0.12256265638802762,0.0026375749086361873,True,,,
allen_cahn_82,allen_cahn,82,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,27.477980666099025,0.847559616713113,0.0065572010439609585,True,False,4.861797339206334,4.861797339206334,0.045723411766920186,0.0003537421999106287,True,,,
allen_cahn_82,allen_cahn,82,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,2747.7980666099024,1.1502556207554449,0.001149110076994475,True,False,6.9087516788648236,6.9087516788648236,0.01879520384770354,1.8776485635755355e-05,True,,,
allen_cahn_83,allen_cahn,83,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,5.868718672332417e-07,,,,,,,,,,,,
allen_cahn_83,allen_cahn,83,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,5.868718672332417e-05,1.1202546998750478,0.0625480852665703,True,False,2.885375723839482,2.885375723839482,0.22828674524147316,0.012746118189179773,True,,,
allen_cahn_83,allen_cahn,83,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.0058687186723324165,1.0972248140404588,0.06508514700401236,True,False,2.824843008031321,2.824843008031321,0.2181918778218997,0.01294269894500964,True,,,
allen_cahn_83,allen_cahn,83,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.5868718672332417,1.10642462074847,0.014119703942526485,True,False,4.361317768527295,4.361317768527295,0.1532009049918706,0.001955082507788936,True,,,
allen_cahn_83,allen_cahn,83,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,58.68718672332417,1.260794100063194,0.0017191832936873652,True,False,6.597647690767537,6.597647690767537,0.0590013677880761,8.045260189659847e-05,True,,,
allen_cahn_83,allen_cahn,83,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,5868.718672332417,1.3683281213844793,0.0006574131512806503,True,False,7.6407875371969185,7.6407875371969185,0.022023919347629095,1.0581390527314464e-05,True,,,
allen_cahn_84,allen_cahn,84,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,1.4540494347827438e-07,,,,,,,,,,,,
allen_cahn_84,allen_cahn,84,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,1.454049434782744e-05,12.793082813926588,12.86306289552141,False,True,-0.005455243038916896,-0.005455243038916896,2.0555904606342428,2.066834848734672,True,,,
allen_cahn_84,allen_cahn,84,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.0014540494347827439,1.464925512120928,0.2845870736486802,True,False,1.6385204099307504,1.6385204099307504,0.278566703141924,0.054116391725845356,True,,,
allen_cahn_84,allen_cahn,84,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,0.14540494347827437,1.2516506741428373,0.011776524201906113,True,False,4.666110423041462,4.666110423041462,0.19712586947434008,0.0018547168316560415,True,,,
allen_cahn_84,allen_cahn,84,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,14.54049434782744,1.327802302048994,0.0014823807356947327,True,False,6.797631049459655,6.797631049459655,0.13129339331297488,0.0001465781439532134,True,,,
allen_cahn_84,allen_cahn,84,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,1454.049434782744,1.3992228263686428,0.0005659323370821312,True,False,7.812952991158975,7.812952991158975,0.036898787202779365,1.492415395434914e-05,True,,,
burgers_55,burgers,55,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,6.519609349097101e-06,,,,,,,,,,,,
burgers_55,burgers,55,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,0.0006519609349097101,7.607411231289234,4.988336871444403,True,False,0.42202037222893823,0.42202037222893823,0.6459943862656211,0.4235918787328113,True,,,
burgers_55,burgers,55,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.06519609349097101,2.389575552766246,0.3048251618916993,True,False,2.0591326636258485,2.0591326636258485,0.07896165267807176,0.010072708742339518,True,,,
burgers_55,burgers,55,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,6.5196093490971005,5.447014595287783,0.1672657287316497,True,False,3.4832392190643864,3.4832392190643864,0.04810571555111688,0.001477219755345616,True,,,
burgers_55,burgers,55,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,651.9609349097101,8.354491507472915,0.05088914038776693,True,False,5.100905029428951,5.100905029428951,0.032460213812965114,0.00019772267124424606,True,,,
burgers_55,burgers,55,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,65196.09349097101,7.744433909003305,0.004752545505994021,True,False,7.396049288520213,7.396049288520213,0.01537402682198536,9.434616259932871e-06,True,,,
burgers_56,burgers,56,PASS,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,,,,,,,,,1e-12,2.8776864368218734e-06,,,,,,,,,,,,
burgers_56,burgers,56,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,0.00028776864368218734,3.4256037460897915,4.955523527302603,False,True,-0.369225086158586,-0.369225086158586,0.07936250818908593,0.11480685031527056,True,,,
burgers_56,burgers,56,PASS,PASS,,,,,,,,,,,,,,,,,,1e-08,0.028776864368218733,4.707863081769574,1.6385673227780444,True,False,1.0554118305704943,1.0554118305704943,0.09228635646373932,0.03212017966820109,True,,,
burgers_56,burgers,56,PASS,PASS,,,,,,,,,,,,,,,,,,1e-06,2.877686436821873,7.025513934153764,0.30874085148752783,True,False,3.1248013927191365,3.1248013927191365,0.08332190865667959,0.0036616363254466846,True,,,
burgers_56,burgers,56,PASS,PASS,,,,,,,,,,,,,,,,,,0.0001,287.76864368218736,7.533139189454005,0.1451990064366555,True,False,3.9489618653042404,3.9489618653042404,0.035495665653794736,0.000684168346836595,True,,,
burgers_56,burgers,56,PASS,PASS,,,,,,,,,,,,,,,,,,0.01,28776.864368218732,7.901032235111757,0.020491691681513657,True,False,5.9547291724257905,5.9547291724257905,0.016043882516714736,4.1610549624886514e-05,True,,,
burgers_57,burgers,57,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-12,,,,,,,,,,,,,
burgers_57,burgers,57,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-10,,,,,,,,,,,,,
burgers_57,burgers,57,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-08,,,,,,,,,,,,,
burgers_57,burgers,57,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,1e-06,,,,,,,,,,,,,
burgers_57,burgers,57,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,
burgers_57,burgers,57,CHECKPOINT_INVALID,CHECKPOINT_INVALID,frozen center policy failed,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
burgers_58,burgers,58,PASS,PASS,,,,,,,,,,,,,,,,,,1e-12,3.0959539469406065e-06,0.33852010138264177,12.014371739230683,False,True,-3.569275382811679,-3.569275382811679,0.01623538472611483,0.5762078725377974,True,,,
burgers_58,burgers,58,PASS,PASS,,,,,,,,,,,,,,,,,,1e-10,0.00030959539469406066,0.08616404263705135,1.2373757220331072,False,True,-2.6644951108980823,-2.6644951108980823,0.004033340908529058,0.05792158731362424,True,,,
