source,group,seed,data_seed,initialization_seed,state_parameters,gamma,F_raw,F_se_GN,H_ll_exact,H_red_exact,F_block,signed_error_raw,signed_error_se,signed_error_block,E_raw,E_SAEPS,E_block,block_vs_se_improvement,block_vs_raw_improvement,identity_absolute_residual,identity_pass,signed_cancellation_ratio
E6_architecture,deep_2_16_16_1,916103,916103,926001,337,0.0011771607174757104,29.439255290169502,1.7566768795588494,29.439141913787633,1.7562256975959656,1.7565635031769808,27.683029592573536,0.00045118196288385093,0.00033780558101526026,15.762797158041744,0.0002569043152781642,0.0001923474753582045,True,True,0.0,True,1.629814255741384e-05
E6_architecture,deep_2_16_16_1,916103,916103,926002,337,0.0015306361375462267,29.408531548077523,1.755427362903248,29.407530147232986,1.7543614729989585,1.7544259620587113,27.654170075078564,0.0010658899042894632,6.44890597527592e-05,15.763096911934985,0.0006075657238366855,3.6759277023410055e-05,True,True,0.0,True,3.854355061136289e-05
exact_fixed_state_v3,Allen-Cahn,75,,,33,0.006391865103171852,102.52155901088285,6.158448320117557,101.08553852431457,4.947401296346257,4.7224278335492755,97.5741577145366,1.2110470237713002,-0.2249734627969815,19.72230503908664,0.2447844734604074,0.045473057240858504,True,True,0.0,True,0.012411554985595976
exact_fixed_state_v3,Allen-Cahn,76,,,33,0.0071514440197615724,140.5148652184539,9.142173335093446,139.1905974855582,8.163441360411383,7.817905602197726,132.35142385804252,0.9787319746820629,-0.3455357582136571,16.212699749122212,0.11989208108108715,0.04232721747302074,True,True,0.0,True,0.007394948585199065
exact_fixed_state_v3,Allen-Cahn,77,,,33,0.0015039294431458965,107.40255397801012,6.431143496125131,105.55835999192347,4.625068640394332,4.58694951003848,102.77748533761579,1.8060748557307988,-0.03811913035585235,22.22182914600695,0.39049687523596294,0.008241851794481433,True,True,0.0,True,0.017572670216850134
exact_fixed_state_v3,Allen-Cahn,78,,,33,0.0013145321279397404,109.86907313257217,6.145287155246493,108.28276000566477,4.794720095797132,4.558974028339094,105.07435303677504,1.3505670594493608,-0.23574606745803806,21.914595788340854,0.28167797695144636,0.04916784760240865,True,True,0.0,True,0.012853441589577437
exact_fixed_state_v3,Allen-Cahn,79,,,33,0.00911263727029326,90.78747614500276,5.085703601305255,89.05927021781062,3.4673912660044977,3.3574976741131195,87.32008487899826,1.6183123353007574,-0.10989359189137815,25.18322217722653,0.4667233105476205,0.03169344995815108,True,True,0.0,True,0.01853310538300512
exact_fixed_state_v3,Allen-Cahn,80,,,33,0.020701610767270433,81.08100811150594,5.183140175684088,79.46641616224724,3.7936613688022476,3.568548226425392,77.28734674270369,1.38947880688184,-0.22511314237685554,20.372758405523587,0.3662632660484138,0.059339282002003384,True,True,0.0,True,0.0179780891085284
exact_fixed_state_v3,Allen-Cahn,82,,,33,0.0027477980666099026,113.15799559136367,6.4369929554400755,112.00250392996122,5.5706261429715624,5.281501294037625,107.58736944839211,0.8663668124685131,-0.28912484893393753,19.313335071139413,0.15552413475213436,0.05190167873313639,True,True,0.0,True,0.008052681433052123
exact_fixed_state_v3,Allen-Cahn,83,,,33,0.005868718672332415,94.0753856371754,6.125940020913035,92.66088494918286,5.028715207059875,4.7114393329204916,89.04667043011553,1.0972248138531597,-0.3172758741393835,17.707638350254044,0.21819187734688844,0.06309282996639534,True,True,0.0,True,0.01232190724740293
exact_fixed_state_v3,Allen-Cahn,84,,,33,0.0014540494347827445,120.46614457030421,6.723721684096063,119.0700342608514,5.2587961720189895,5.327611374643254,115.20734839828522,1.4649255120770732,0.06881520262426477,21.90755154044668,0.2785667026012501,0.013085732978121394,True,True,0.0,True,0.012715556189050542
exact_fixed_state_v3,Burgers,55,,,65,0.06519609349097101,702.2247518499003,32.65205704500545,695.6707864514376,30.262481492035022,26.098091646542798,671.9622703578652,2.3895755529704275,-4.164389845492224,22.20446695069202,0.07896165265924206,0.13760900094105588,False,True,0.0,True,0.0035561156605745975
exact_fixed_state_v3,Burgers,56,,,65,0.028776864368218733,1070.667974369574,46.30577817779681,1078.2500743000849,51.01364125853456,53.88787810830763,1019.6543331110395,-4.707863080737752,2.8742368497730695,19.987875943683456,0.09228635642681682,0.05634251502736605,True,True,0.0,True,0.004617116730458594
exact_fixed_state_v3,Burgers,58,,,65,0.030959539469406064,772.2117124338528,26.28616205679407,768.8349941714671,25.917986793478008,22.90944379440839,746.2937256403748,0.3681752633160613,-3.0085429990696184,28.794432657872466,0.014205395893891528,0.11607934759291927,False,True,0.0,True,0.0004933382804407293
exact_fixed_state_v3,Burgers,59,,,65,0.00985693597277944,892.3362112979551,34.276436432087394,894.4200931713204,33.54794249118072,36.36031830545278,858.7882688067743,0.7284939409066737,2.812375814272059,25.598835719256083,0.021715011013895544,0.08383154389194143,False,True,0.0,True,0.0008482811973088335
exact_fixed_state_v3,Burgers,60,,,65,0.027594617995582476,1250.5036533443342,39.753145807684405,1259.5031514916875,44.01058832669719,48.752643955037684,1206.493065017637,-4.257442519012784,4.742055628340495,27.413699989364407,0.09673677812352298,0.10774806262670303,False,True,0.0,True,0.003528774961433582
exact_fixed_state_v3,Burgers,62,,,65,0.050752037851350476,704.7487969946567,24.00459265290499,699.8946776025058,22.41109814903382,19.150473260754097,682.3376988456229,1.5934945038711703,-3.2606248882797217,30.446419626722996,0.07110291930200838,0.14549152679362914,False,True,0.0,True,0.00233534583615076
exact_fixed_state_v3,Burgers,64,,,65,0.02297025667914791,1010.2533599991707,38.10917881817022,1014.2804907952451,40.97522289854862,42.13630961424451,969.2781371006221,-2.8660440803784013,1.1610867156958875,23.655225482578217,0.06994578374289848,0.028336312368264165,True,True,0.0,True,0.002956885098968558
exact_fixed_state_v3,Burgers,65,,,65,0.025444430008863993,732.6923392031498,25.775751814487194,728.3509549923186,23.420992489465107,21.434367603656028,709.2713467136847,2.354759325022087,-1.9866248858090785,30.283573453596517,0.10054054391913005,0.08482240391197979,True,True,0.0,True,0.003319969622203624
exact_fixed_state_v3,Burgers,66,,,65,0.041033241653528243,808.1265137849623,30.174403849012492,803.7241529734246,27.828056849069412,25.77204303747476,780.2984569358929,2.34634699994308,-2.056013811594653,28.039990750614937,0.08431587630518961,0.07388276594398935,True,True,0.0,True,0.0030069865947534215
exact_fixed_state_v3,Burgers,67,,,65,0.005278366803053357,1365.0153813492877,32.960739826792405,1370.3288696667153,34.406726554107536,38.27422814421993,1330.6086547951802,-1.4459867273151303,3.867501590112397,38.67292206121249,0.04202628008278931,0.11240539209408265,False,True,0.0,True,0.0010867107485685514
exact_fixed_state_v3,Burgers,68,,,65,0.030892473173789122,693.9658566270664,27.186690240302028,687.8159140200074,22.523231357357872,21.036747633243067,671.4426252697085,4.6634588829441554,-1.4864837241148052,29.811114325398563,0.20705105794467585,0.06599780022102485,True,True,0.0,True,0.006945431683014552
exact_fixed_state_v3,Burgers,69,,,65,0.02173118360347924,587.8227037777641,23.60100164302446,584.528521342576,22.368329668643582,20.306819207836384,565.4543741091205,1.232671974380878,-2.061510460807199,25.27923998942999,0.05510791337977219,0.09216202060788872,False,True,0.0,True,0.002179967174718856
