source,group,seed,data_seed,initialization_seed,state_parameters,gamma,F_raw,F_se_GN,H_ll_exact,H_red_exact,F_block,signed_error_raw,signed_error_se,signed_error_block,E_raw,E_SAEPS,E_block,block_vs_se_improvement,block_vs_raw_improvement,identity_absolute_residual,identity_pass,signed_cancellation_ratio
E6_architecture,base_2_16_1,916101,916101,926001,65,0.006987067058612581,31.670743959248476,1.6769591489602504,31.672799897763817,1.6792251829583655,1.679015087475591,29.99151877629011,-0.002266033998115091,-0.0002100954827746193,17.86033159939241,0.0013494521209051888,0.00012511453714226666,True,True,0.0,True,7.555582677429972e-05
E6_architecture,base_2_16_1,916101,916101,926002,65,0.003585106811570664,31.70580026084399,1.6498767784663002,31.708672326546292,1.653859625215393,1.6527488441686025,30.051940635628597,-0.003982846749092772,-0.001110781046790521,18.17079272976799,0.0024082132874438645,0.0006716295767420775,True,True,0.0,True,0.00013253209821150513
E6_architecture,base_2_16_1,916102,916102,926001,65,0.0052637784474538875,29.721955700468804,1.6922787809087652,29.720381102287334,1.6907653590283616,1.6907041827272948,28.031190341440443,0.0015134218804035982,-6.117630106672323e-05,16.578994847492787,0.0008951105269404246,3.618260829524776e-05,True,True,0.0,True,5.3990639049897774e-05
E6_architecture,base_2_16_1,916102,916102,926002,65,0.0013026535390027064,29.733447637742707,1.652118388003931,29.732236339183075,1.6505507289957606,1.6509070894442992,28.082896908746946,0.0015676590081703523,0.00035636044853859516,17.014258480677388,0.0009497793500878127,0.0002159039647308355,True,True,0.0,True,5.582255323252816e-05
E6_architecture,base_2_16_1,916103,916103,926001,65,0.0027136461379714595,29.479258833117253,1.7703629134303327,29.48047717747744,1.7717379468357706,1.771581257790519,27.707520886281483,-0.0013750334054378754,-0.0001566890452515679,15.638611104638542,0.0007760929883184372,8.843804731225953e-05,True,True,0.0,True,4.962672086705575e-05
E6_architecture,base_2_16_1,916103,916103,926002,65,0.003111952062411871,29.48917494147168,1.7755980314372515,29.48990509769642,1.7762308483759632,1.7763281876619885,27.712944093095718,-0.0006328169387117555,9.733928602528863e-05,15.602107103596946,0.0003562695331677496,5.4801033078711136e-05,True,True,0.0,True,2.2834706278683167e-05
E6_architecture,wide_2_32_1,916101,916101,926001,129,0.00595552114457445,31.82814750408795,1.6451464862639114,31.833509877136844,1.650930794559482,1.6505088593128079,30.17721670952847,-0.005784308295570639,-0.00042193524667411,18.278910676441498,0.003503664889888627,0.0002555741558088469,True,True,0.0,True,0.00019167799168925547
E6_architecture,wide_2_32_1,916101,916101,926002,129,0.0011739484484968466,31.949296244222577,1.6455978613954514,31.956211529837244,1.6529419314416565,1.652513147010115,30.29635431278092,-0.007344070046205076,-0.0004287844315413736,18.32874679576293,0.004443029644344164,0.0002594068314144162,True,True,0.0,True,0.00024240771572580944
E6_architecture,wide_2_32_1,916102,916102,926001,129,0.002115254586913638,29.777893248054017,1.6564872500324412,29.778253789981402,1.6567986028368047,1.6568477919598266,28.121094645217212,-0.0003113528043634517,4.91891230218755e-05,16.973151973532676,0.00018792435118613905,2.9689258936336792e-05,True,True,0.0,True,1.1071859334810334e-05
E6_architecture,wide_2_32_1,916102,916102,926002,129,0.0027078304743012763,29.714527387354075,1.6623134625278162,29.713847136328138,1.6609975501353098,1.6616332115018793,28.053529837218765,0.001315912392506391,0.000635661366569451,16.889567155615474,0.0007922422188261329,0.0003826985552692011,True,True,0.0,True,4.690719491176084e-05
E6_architecture,wide_2_32_1,916103,916103,926001,129,0.0027972798174711435,29.439308451948165,1.7645525970609661,29.439325538430563,1.7644517277389724,1.764569683543364,27.674856724209192,0.0001008693219937129,0.00011795580439155628,15.684677643647358,5.71675154589211e-05,6.685125009013214e-05,False,True,0.0,True,3.6448001506373556e-06
E6_architecture,wide_2_32_1,916103,916103,926002,129,0.002370246704805628,29.42129964021087,1.7557378108087676,29.420839215848982,1.7549915654204682,1.7552773864468811,27.6663080747904,0.0007462453882993714,0.0002858210264129468,15.764353779397483,0.00042521308862726755,0.00016286176550133505,True,True,0.0,True,2.6973074470663506e-05
E6_architecture,deep_2_16_16_1,916101,916101,926001,337,0.0007116840182898684,31.58552329559665,1.6147192908065655,31.585948269196287,1.6145617092462672,1.6151442644062044,29.970961586350384,0.00015758156029832548,0.0005825551599372147,18.562908577035916,9.7600208415625e-05,0.0003608131872525576,False,True,0.0,True,5.257807954934435e-06
E6_architecture,deep_2_16_16_1,916101,916101,926002,337,0.0011937481742860245,31.632089814362757,1.6379285940576622,31.6335242028446,1.6394747469672346,1.6393629825395095,29.992615067395523,-0.0015461529095723847,-0.00011176442772509176,18.294038953595756,0.000943078204163704,6.81708743914045e-05,True,True,0.0,True,5.155112035354565e-05
E6_architecture,deep_2_16_16_1,916102,916102,926001,337,0.0007444640013926747,29.766996652664027,1.6378506077807664,29.766772659955706,1.6374773726499683,1.6376266150724454,28.12951928001406,0.00037323513079812187,0.00014924242247715824,17.178569657243994,0.0002279329991075093,9.114166953294691e-05,True,True,0.0,True,1.3268450375923054e-05
E6_architecture,deep_2_16_16_1,916102,916102,926002,337,0.0010083342340133784,29.71615884341012,1.620569493260433,29.714728128965234,1.6191901086462472,1.6191387788155467,28.096968734763873,0.0013793846141858523,-5.132983070055275e-05,17.352482831512614,0.0008518978706089878,3.170092882203849e-05,True,True,0.0,True,4.909371636194432e-05
