benchmark,seed,F_raw,F_SAEPS,F_block,H_red_exact,state_parameters,nominal_level,method,surrogate_coverage
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.9,block,0.8819031960436345
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.95,raw,0.28689710295369264
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.95,SAEPS,0.9608158854152888
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.95,block,0.9374258623227576
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.99,raw,0.3710670073264284
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.99,SAEPS,0.9932768200772562
Burgers,60,1250.5036533443342,39.753145807684405,48.752643955037684,44.01058832669719,65,0.99,block,0.9856090104613748
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.9,raw,0.23072242063919823
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.9,SAEPS,0.8880120876333601
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.9,block,0.9248227620153457
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.95,raw,0.2732952763196028
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.95,SAEPS,0.9417474987508485
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.95,block,0.9660161976851467
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.99,raw,0.3540078542315608
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.99,SAEPS,0.9871848667416179
Burgers,62,704.7487969946567,24.00459265290499,19.150473260754097,22.41109814903382,65,0.99,block,0.9946719218899331
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.9,raw,0.2595540692534235
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.9,SAEPS,0.9119144473007248
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.9,block,0.8952037057668842
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.95,raw,0.30695345730377155
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.95,SAEPS,0.9578796128630684
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.95,block,0.9467356429724121
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.99,raw,0.39606864317197066
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.99,SAEPS,0.9924359191242957
Burgers,64,1010.2533599991707,38.10917881817022,42.13630961424451,40.97522289854862,65,0.99,block,0.9889176774387984
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.9,raw,0.23130508388950877
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.9,SAEPS,0.8831004774793456
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.9,block,0.9144567408182898
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.95,raw,0.273977103341724
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.95,SAEPS,0.9382788067937762
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.95,block,0.9595164023761638
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.99,raw,0.354864898917842
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.99,SAEPS,0.985925395750034
