absolute_difference_frobenius,alpha,binding_valid,checkpoint_path,checkpoint_sha256,declared_relative_acceptance,declared_width,effective_width,execution_config,execution_config_sha256,gamma,historical_00,historical_01,historical_11,locked_config,locked_config_sha256,note,objective,quantity,recomputed_00,recomputed_01,recomputed_11,relative_difference_frobenius,residual_count,seed,source_record,source_record_sha256,state_parameters,status,weight_boundary_u,weight_boundary_v,weight_data_u,weight_data_v,weight_initial_u,weight_initial_v,weight_pde_u,weight_pde_v
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_215/model_state.pt,8c8d1edb99599912644eb2157e32173048ba54b38b599512177fa61d9a951346,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.003476424762955617,179.7146089806907,-184.0442325954284,282.86774813726936,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_raw,179.7146089806907,-184.0442325954284,282.86774813726936,0.0,736,215,outputs/runs/v5/two_parameter/confirmation/seed_215/result.json,dddd85be63ea117843879316897c24fe1c6ea0253a3fa46ce0353d47404492cd,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
9.175283219958075e-12,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_215/model_state.pt,8c8d1edb99599912644eb2157e32173048ba54b38b599512177fa61d9a951346,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.003476424762955617,12.011072088451243,-10.260485200458561,11.668148327837116,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_se_GN_explicit,12.011072088448145,-10.260485200464359,11.668148327834956,4.1408879786875827e-13,736,215,outputs/runs/v5/two_parameter/confirmation/seed_215/result.json,dddd85be63ea117843879316897c24fe1c6ea0253a3fa46ce0353d47404492cd,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_215/model_state.pt,8c8d1edb99599912644eb2157e32173048ba54b38b599512177fa61d9a951346,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.003476424762955617,11.85236488472961,-10.258085208327913,11.87407004493491,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,H_red_exact_gamma,11.85236488472961,-10.258085208327913,11.87407004493491,0.0,736,215,outputs/runs/v5/two_parameter/confirmation/seed_215/result.json,dddd85be63ea117843879316897c24fe1c6ea0253a3fa46ce0353d47404492cd,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_216/model_state.pt,bf7c38619fccf36cce978531dba37777feec21f31e7a6d5a70a88e4e82312749,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,8.35251846195285,173.43890698950312,-151.88451874724439,192.20568016633888,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_raw,173.43890698950312,-151.88451874724439,192.20568016633888,0.0,736,216,outputs/runs/v5/two_parameter/confirmation/seed_216/result.json,96c91bde08b9b9777aefd3bbc311b2277da26e49ade40a4907c04f21482f872a,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
2.571064720822212e-10,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_216/model_state.pt,bf7c38619fccf36cce978531dba37777feec21f31e7a6d5a70a88e4e82312749,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,8.35251846195285,14.32170112542346,-10.769121859140853,14.099037230810609,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_se_GN_explicit,14.321701125249518,-10.7691218592052,14.099037230947943,1.0196201796524687e-11,736,216,outputs/runs/v5/two_parameter/confirmation/seed_216/result.json,96c91bde08b9b9777aefd3bbc311b2277da26e49ade40a4907c04f21482f872a,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_216/model_state.pt,bf7c38619fccf36cce978531dba37777feec21f31e7a6d5a70a88e4e82312749,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,8.35251846195285,14.116054664942737,-10.76150227273044,14.189027503346068,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,H_red_exact_gamma,14.116054664942737,-10.76150227273044,14.189027503346068,0.0,736,216,outputs/runs/v5/two_parameter/confirmation/seed_216/result.json,96c91bde08b9b9777aefd3bbc311b2277da26e49ade40a4907c04f21482f872a,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_217/model_state.pt,fc9655df82edc90bafc770afc7de85f0fb42f9587b6fa863829f13a5ddd5c826,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.9895774817103719,180.67865984531014,-160.48312370074785,226.3053807859596,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_raw,180.67865984531014,-160.48312370074785,226.3053807859596,0.0,736,217,outputs/runs/v5/two_parameter/confirmation/seed_217/result.json,b4e50d94df5f4af08948c46488e0959764f9a3a2d314559883fdd01e7e0ae922,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
2.0068544676528651e-10,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_217/model_state.pt,fc9655df82edc90bafc770afc7de85f0fb42f9587b6fa863829f13a5ddd5c826,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.9895774817103719,9.172813562671223,-7.747637141288976,12.885746913982047,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_se_GN_explicit,9.172813562666676,-7.747637141301709,12.885746913781958,1.0429831524899205e-11,736,217,outputs/runs/v5/two_parameter/confirmation/seed_217/result.json,b4e50d94df5f4af08948c46488e0959764f9a3a2d314559883fdd01e7e0ae922,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_217/model_state.pt,fc9655df82edc90bafc770afc7de85f0fb42f9587b6fa863829f13a5ddd5c826,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.9895774817103719,9.258579961942132,-7.747063657925963,12.827979072645093,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,H_red_exact_gamma,9.258579961942132,-7.747063657925963,12.827979072645093,0.0,736,217,outputs/runs/v5/two_parameter/confirmation/seed_217/result.json,b4e50d94df5f4af08948c46488e0959764f9a3a2d314559883fdd01e7e0ae922,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
0.0,1e-08,True,outputs/runs/v5/checkpoints/two_parameter_confirmation/seed_218/model_state.pt,e6dd7d077ce517832f88a49005225258903e0fafadc2469760051f5c0f9053ca,1e-06,12,6,configs/v5/two_parameter_development_execution.yaml,96393833a8316e858813d7c32c8b9af248cdc394afc5b4f12e1d9eb5a62f3ee2,0.5393657019182193,175.93086528062102,-157.66867032827173,214.55531758222557,configs/locked/multi.yaml,b985ccee5cf2daf5c40a4226a3e4bf8aa7c47e7dbbb3e4792e04c47a7082b9bb,,sum objective 1/2 sum rbar_i^2; historical training used the mean,F_raw,175.93086528062102,-157.66867032827173,214.55531758222557,0.0,736,218,outputs/runs/v5/two_parameter/confirmation/seed_218/result.json,59a1e79ae6204acd2313f5aadf16d487501f1ef9971a105acfc061f0069ef131,50,PASS,2.0,2.0,10.0,10.0,10.0,10.0,5.0,5.0
