experiment_id,branch_or_ref,commit,actual_path,sha256,protocol_path,checkpoint_path,raw_result_path,pde,parameterization,architecture,dtype,planned_n,available_n,historical_valid_n,status,reuse_decision,reason
checkpoint,main,cd01a26072f8d87c09efef4be217eff17373e39a,outputs/runs/v5/checkpoints/two_parameter_development/seed_210/model_state.pt,33f30a4c9176df5e22f90b947a3a9c3e1c9abf4e13af478140ed98f18cc1b9eb,,outputs/runs/v5/checkpoints/two_parameter_development/seed_210/model_state.pt,outputs/runs/v5/checkpoints/two_parameter_development/seed_210/model_state.pt,,,,,,1,,AVAILABLE,checkpoint,Inspected reachable Git blob; not new independent evidence
checkpoint,main,cd01a26072f8d87c09efef4be217eff17373e39a,outputs/runs/v5/checkpoints/two_parameter_development/seed_211/model_state.pt,2252d8c886b5928389740fb009beb3653817b51b370990ccf5c0cc94406c240d,,outputs/runs/v5/checkpoints/two_parameter_development/seed_211/model_state.pt,outputs/runs/v5/checkpoints/two_parameter_development/seed_211/model_state.pt,,,,,,1,,AVAILABLE,checkpoint,Inspected reachable Git blob; not new independent evidence
checkpoint,main,cd01a26072f8d87c09efef4be217eff17373e39a,outputs/runs/v5/checkpoints/two_parameter_development/seed_212/model_state.pt,6d8bd317d6f714641e394d5842c7f71c3feda477151bcb9e3ee088f8bc8c775c,,outputs/runs/v5/checkpoints/two_parameter_development/seed_212/model_state.pt,outputs/runs/v5/checkpoints/two_parameter_development/seed_212/model_state.pt,,,,,,1,,AVAILABLE,checkpoint,Inspected reachable Git blob; not new independent evidence
checkpoint,main,cd01a26072f8d87c09efef4be217eff17373e39a,outputs/runs/v5/checkpoints/two_parameter_heldout/seed_213/model_state.pt,c05176927b354244017b7ccf05d718fe7956dcf392ddd0a127e458daf0dd423b,,outputs/runs/v5/checkpoints/two_parameter_heldout/seed_213/model_state.pt,outputs/runs/v5/checkpoints/two_parameter_heldout/seed_213/model_state.pt,,,,,,1,,AVAILABLE,checkpoint,Inspected reachable Git blob; not new independent evidence
checkpoint,main,cd01a26072f8d87c09efef4be217eff17373e39a,outputs/runs/v5/checkpoints/two_parameter_heldout/seed_214/model_state.pt,fdccfb995dd975cf962a9138911038a2cae317a888dd84a4fb6719ba763c65bb,,outputs/runs/v5/checkpoints/two_parameter_heldout/seed_214/model_state.pt,outputs/runs/v5/checkpoints/two_parameter_heldout/seed_214/model_state.pt,,,,,,1,,AVAILABLE,checkpoint,Inspected reachable Git blob; not new independent evidence
aborted,posthoc/exact-fixed-state-decomposition-v2,ead14d9bc09f927029a8f31fd4c095634d855de0,outputs/posthoc/exact_fixed_state_v2/ABORTED.json,1fed77f8fa6c6b03a0223201a192919602e263d1701de9ab268448491d6b2a12,,,outputs/posthoc/exact_fixed_state_v2/ABORTED.json,,,,,,1,,AVAILABLE,aborted,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/__init__.py,563a0ab09db8e54b75abffb0b4135098c20b017755856944bdfdf17c3a58d4ad,,,src/saeps/v6/__init__.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/curvature.py,67b0d3fa01eb24a69403626197922b359dd46ab4217d4ad3240f81cbb07e8fb6,,,src/saeps/v6/curvature.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/defect_response.py,7708693631b71af52b0d87c35a718dc1c56f87f7b3659124d92b54a6fec6799f,,,src/saeps/v6/defect_response.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/experiment.py,a58e4934adb08a6366bad2f238b035eec680d56ba8405f73e944be5a9a7f45fe,,,src/saeps/v6/experiment.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/operators.py,5975082bf6cb042e0ad9d9814035595aeaf9fe18f14a447e907533c07f342fe9,,,src/saeps/v6/operators.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/pcg.py,af683babee36570b1ee7648c27b5514960d02f65fca0fe987afec001aa5d738e,,,src/saeps/v6/pcg.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/preconditioners.py,0fbf2f72fd9423c2032843177be0de7f9dd2e693c6634c3ee29067f9ab4f01ce,,,src/saeps/v6/preconditioners.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_code,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,src/saeps/v6/stopping.py,070d6ea1271869b87c6a377182ec5f0c12d0e617ee83ec0f56a7ea242913fe51,,,src/saeps/v6/stopping.py,,,,,,1,,AVAILABLE,development_code,Inspected reachable Git blob; not new independent evidence
development_evidence,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/FINDINGS.md,f45814feb52f96f1bb6cf727e41ff6cadf65822d3b2600fd332c1687da68075a,,,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/FINDINGS.md,,,,,,1,,AVAILABLE,development_evidence,Inspected reachable Git blob; not new independent evidence
development_evidence,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/accuracy_cost.svg,8e6624d0b00640b245033bc9c6fe12826eff911e5614d7397e063b3752ffceb6,,,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/accuracy_cost.svg,,,,,,1,,AVAILABLE,development_evidence,Inspected reachable Git blob; not new independent evidence
development_evidence,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/findings.json,40269794a96d3f0ef26e45168e55b4d02337630a1c0b32188347d55d582d1882,,,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/findings.json,,,,,,1,,AVAILABLE,development_evidence,Inspected reachable Git blob; not new independent evidence
development_evidence,codex/v6-phase15-protocol,71b84e3ca28b00bac5a0d9924213415ad66954cd,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/manifest.json,77ea002557f0ec8cac438bc7bdc9c052cf4abc22e8886ee7d2c4b17def5add78,,,outputs/runs/v5/upgrade_pilot/phase15/20260907_001/findings/manifest.json,,,,,,1,,AVAILABLE,development_evidence,Inspected reachable Git blob; not new independent evidence
posthoc,posthoc/variable-projection-baseline-v1,c868127b1bcc52598dcf41a8822a7d58fed38635,configs/posthoc_variable_projection_v1.yaml,ed2fc9608fb0d682c18d68f57f5c3bbf4bc79e672e4c15ec7c45c7b3a1edded2,,,configs/posthoc_variable_projection_v1.yaml,,,,,,1,,AVAILABLE,posthoc,Inspected reachable Git blob; not new independent evidence
posthoc,posthoc/whitening-sensitivity-v1,0428a1f8891fd478fb53c18508aff3c0506fd57b,configs/posthoc_whitening_sensitivity_v1.yaml,6d0fccebdc2eab59b21b2d8efb67888b935c115f4d110d1905c7864890e4760b,,,configs/posthoc_whitening_sensitivity_v1.yaml,,,,,,1,,AVAILABLE,posthoc,Inspected reachable Git blob; not new independent evidence
