source,benchmark,seed,step_budget,basis_dimension,raw_relative_error,gn_relative_error,corrected_relative_error,improved_over_gn,gn_to_corrected_error_ratio,defect_relative_norm,identity_relative_residual,minimum_gap_eigenvalue,maximum_positive_nested_increment_so_far,dense_oracle_gap_spectral_norm,floating_point_mu_bound,reference_minimum_eigenvalue,subspace_stalled_or_response_converged,reference_scalar,gn_scalar,corrected_scalar
outputs\posthoc\exact_fixed_state_v3\burgers\seed_62.json,Burgers,62,5,5,30.446419626123674,0.07110291928182814,2.574949179950419e-10,True,276133291.62169033,4.6382118748368413e-07,1.7805694152409072e-11,5.77074388274923e-09,0.0,6.169789042120904e-09,0.0006279174900711606,22.41109814946094,False,22.41109814946094,24.00459265291022,22.411098155231684
outputs\posthoc\exact_fixed_state_v3\burgers\seed_62.json,Burgers,62,10,10,30.446419626123674,0.07110291928182814,1.54060690691675e-11,True,4615253830.331577,3.4423650089437562e-12,1.5406069087055383e-11,-3.452669261605479e-10,2.384012987022288e-10,2.4682643426118105e-19,3.458718766582434e-14,22.41109814946094,False,22.41109814946094,24.00459265291022,22.411098149115674
outputs\posthoc\exact_fixed_state_v3\burgers\seed_64.json,Burgers,64,0,0,23.655225482588886,0.06994578374212969,0.04785017175043504,True,1.461766618246125,0.002505730690032274,9.70449430063893e-13,1.9606714536855634,0.0,1.9606714536438963,72694.70873487873,40.97522289853089,False,40.97522289853089,38.10917881818523,42.93589435221645
outputs\posthoc\exact_fixed_state_v3\burgers\seed_64.json,Burgers,64,1,1,23.655225482588886,0.06994578374212969,0.005203823769205824,True,13.44122838210649,0.0008905546167522836,3.3076867488395122e-12,0.21322783891992003,0.0,0.21322783905615852,9182.377330191866,40.97522289853089,False,40.97522289853089,38.10917881818523,41.18845073745081
outputs\posthoc\exact_fixed_state_v3\burgers\seed_64.json,Burgers,64,3,3,23.655225482588886,0.06994578374212969,3.600143823644061e-05,True,1942.8608180250603,5.187581979516165e-05,3.2910233668638497e-12,0.001475166956765861,0.0,0.0014751670916211318,31.157597465578505,40.97522289853089,False,40.97522289853089,38.10917881818523,40.97669806548765
outputs\posthoc\exact_fixed_state_v3\burgers\seed_64.json,Burgers,64,5,5,23.655225482588886,0.06994578374212969,8.522191176470553e-08,True,820748.8226179125,2.9537580522639205e-06,1.5331990305518436e-12,3.4919868312499602e-06,0.0,3.492049654427339e-06,0.10101453139626645,40.97522289853089,False,40.97522289853089,38.10917881818523,40.97522639051772
outputs\posthoc\exact_fixed_state_v3\burgers\seed_64.json,Burgers,64,10,10,23.655225482588886,0.06994578374212969,5.049638048711219e-13,True,138516430420.15936,7.62306152927057e-10,5.033290664404819e-13,2.0691004465334117e-11,7.196376827778295e-11,6.698377661549061e-14,6.728106644952002e-09,40.97522289853089,False,40.97522289853089,38.10917881818523,40.97522289855158
outputs\posthoc\exact_fixed_state_v3\burgers\seed_65.json,Burgers,65,0,0,30.283573453515885,0.10054054391634194,0.018898230037461893,True,5.320103719609762,0.0032841304314443842,1.6238992993828438e-11,0.442615303961702,0.0,0.44261530357418105,83638.09717475274,23.420992489525474,False,23.420992489525474,25.77575181448833,23.863607793487176
outputs\posthoc\exact_fixed_state_v3\burgers\seed_65.json,Burgers,65,1,1,30.283573453515885,0.10054054391634194,0.0011284792521285376,True,89.09383466882743,0.000459355446308046,1.1973459259867318e-11,0.026430104099972596,0.0,0.026430103819225836,1636.2930637462864,23.420992489525474,False,23.420992489525474,25.77575181448833,23.447422593625447
outputs\posthoc\exact_fixed_state_v3\burgers\seed_65.json,Burgers,65,3,3,30.283573453515885,0.10054054391634194,2.452537510297574e-06,True,40994.49794109084,2.0725515519104722e-05,8.730271513750967e-12,5.744086263348436e-05,0.0,5.744065816135933e-05,3.330995402476772,23.420992489525474,False,23.420992489525474,25.77575181448833,23.421049930388108
outputs\posthoc\exact_fixed_state_v3\burgers\seed_65.json,Burgers,65,5,5,30.283573453515885,0.10054054391634194,1.0733291322950152e-09,True,93671680.83974765,5.413449579251499e-07,1.0432678726818242e-11,2.5138433557003736e-08,0.0,2.4894089866635033e-08,0.0022725400296007394,23.420992489525474,False,23.420992489525474,25.77575181448833,23.420992514663908
outputs\posthoc\exact_fixed_state_v3\burgers\seed_65.json,Burgers,65,10,10,30.283573453515885,0.10054054391634194,1.5610648016736472e-11,True,6440510593.061256,3.260826404419637e-11,1.5610639667686114e-11,3.6561687011271715e-10,1.184616849059239e-10,1.9569344472748963e-16,8.245532496582625e-12,23.420992489525474,False,23.420992489525474,25.77575181448833,23.42099248989109
outputs\posthoc\exact_fixed_state_v3\burgers\seed_66.json,Burgers,66,0,0,28.039990750790047,0.08431587631193634,0.02243631941233586,True,3.7580083775050053,0.0036287382932044645,8.63131151783032e-12,0.6243591723109603,0.0,0.6243591720653786,41225.34242068175,27.82805684890161,False,27.82805684890161,30.17440384901829,28.45241602121257
outputs\posthoc\exact_fixed_state_v3\burgers\seed_66.json,Burgers,66,1,1,28.039990750790047,0.08431587631193634,0.0008588330294480163,True,98.17493438291177,0.00041277124495461273,8.05346581612441e-12,0.02389965437578212,0.0,0.02389965415147734,533.4231339360748,27.82805684890161,False,27.82805684890161,30.17440384901829,27.851956503277393
outputs\posthoc\exact_fixed_state_v3\burgers\seed_66.json,Burgers,66,3,3,28.039990750790047,0.08431587631193634,5.490860859412865e-07,True,153556.7527037139,5.721227794527335e-06,8.848057536151798e-13,1.5279998820005858e-05,0.0,1.5279974197567526e-05,0.1024781922697191,27.82805684890161,False,27.82805684890161,30.17440384901829,27.82807212890043
outputs\posthoc\exact_fixed_state_v3\burgers\seed_66.json,Burgers,66,5,5,28.039990750790047,0.08431587631193634,4.2679049817092715e-10,True,197557997.83098337,2.3802426282630336e-07,2.428566309996772e-12,1.1876750249939505e-08,0.0,1.1809167968574744e-08,0.00017737623557759384,27.82805684890161,False,27.82805684890161,30.17440384901829,27.82805686077836
outputs\posthoc\exact_fixed_state_v3\burgers\seed_66.json,Burgers,66,10,10,28.039990750790047,0.08431587631193634,3.705395685237065e-12,True,22754891373.103638,3.2823945694415627e-12,3.705395633463047e-12,1.0311396181350574e-10,7.09405867382884e-11,1.477442191985103e-18,3.37314140053021e-14,27.82805684890161,False,27.82805684890161,30.17440384901829,27.828056849004724
outputs\posthoc\exact_fixed_state_v3\burgers\seed_67.json,Burgers,67,0,0,38.67292206092961,0.04202628008946151,0.08206743236501556,False,0.5120944920335639,0.003097024445062325,3.6111235354683132e-12,2.8236717052216136,0.0,2.82367170508717,218045.3975830577,34.40672655435287,False,34.40672655435287,32.96073982679786,37.230398259574486
outputs\posthoc\exact_fixed_state_v3\burgers\seed_67.json,Burgers,67,1,1,38.67292206092961,0.04202628008946151,0.017077905108135158,True,2.4608568687644277,0.0017515221048111345,1.9575139099436471e-13,0.5875948113475715,0.0,0.5875948113544217,69741.11763486643,34.40672655435287,False,34.40672655435287,32.96073982679786,34.99432136570044
outputs\posthoc\exact_fixed_state_v3\burgers\seed_67.json,Burgers,67,3,3,38.67292206092961,0.04202628008946151,0.00014545081506262236,True,288.9380858496222,0.00012007018656511159,8.082935174874051e-13,0.0050044864224219054,0.0,0.005004486394607126,327.7389277303175,34.40672655435287,False,34.40672655435287,32.96073982679786,34.411731040775294
outputs\posthoc\exact_fixed_state_v3\burgers\seed_67.json,Burgers,67,5,5,38.67292206092961,0.04202628008946151,1.9658965361059463e-07,True,213776.6627978667,6.0476092085033306e-06,1.7975802105129932e-12,6.764006457160576e-06,0.0,6.763944608297655e-06,0.8314288629396895,34.40672655435287,False,34.40672655435287,32.96073982679786,34.40673331835933
outputs\posthoc\exact_fixed_state_v3\burgers\seed_67.json,Burgers,67,10,10,38.67292206092961,0.04202628008946151,7.004912121443455e-13,True,59995442285.15094,5.683986742545264e-09,6.010487958183773e-13,2.4101609596982598e-11,0.0,3.4214880334221323e-12,7.34452595956324e-07,34.40672655435287,False,34.40672655435287,32.96073982679786,34.406726554376974
outputs\posthoc\exact_fixed_state_v3\burgers\seed_68.json,Burgers,68,0,0,29.811114324910385,0.20705105792545012,0.013587268814226599,True,15.238607608076213,0.006342862876736122,4.402339790975763e-12,0.30602919915816074,0.0,0.3060291992586629,147086.1660728801,22.523231357714735,False,22.523231357714735,27.186690240299754,22.829260556872896
outputs\posthoc\exact_fixed_state_v3\burgers\seed_68.json,Burgers,68,1,1,29.811114324910385,0.20705105792545012,0.00016544570195706015,True,1251.4743838990041,0.00015402029004374533,4.455453284899289e-12,0.0037263718239728405,0.0,0.0037263717236050327,86.72754565561463,22.523231357714735,False,22.523231357714735,27.186690240299754,22.526957729538708
outputs\posthoc\exact_fixed_state_v3\burgers\seed_68.json,Burgers,68,3,3,29.811114324910385,0.20705105792545012,2.5800827253943318e-08,True,8024977.489580497,4.405985206580778e-06,1.4133581497400804e-12,5.811180017190054e-07,0.0,5.810861683255862e-07,0.07097203396943574,22.523231357714735,False,22.523231357714735,27.186690240299754,22.523231938832737
outputs\posthoc\exact_fixed_state_v3\burgers\seed_68.json,Burgers,68,5,5,29.811114324910385,0.20705105792545012,6.66274849032727e-13,True,310759228306.51514,5.157504370854057e-08,7.349382690904075e-12,1.5006662579253316e-11,0.0,1.8053850926298017e-10,9.724793583679189e-06,22.523231357714735,False,22.523231357714735,27.186690240299754,22.523231357729742
outputs\posthoc\exact_fixed_state_v3\burgers\seed_68.json,Burgers,68,10,9,29.811114324910385,0.20705105792545012,1.1780950739715036e-11,True,17575072037.9006,1.0434426343478634e-12,1.1780950752562588e-11,-2.653450792422518e-10,1.0015810403274372e-10,1.715588418270102e-19,3.980506504249674e-15,22.523231357714735,True,22.523231357714735,27.186690240299754,22.52323135744939
outputs\posthoc\exact_fixed_state_v3\burgers\seed_69.json,Burgers,69,0,0,25.279239989553403,0.05510791338425962,0.01956714306459701,True,2.8163494896690775,0.003667152495054184,9.859318185696492e-12,0.4376843069360348,0.0,0.4376843071608865,104495.16704280885,22.368329668538536,False,22.368329668538536,23.601001643014,22.80601397547457
outputs\posthoc\exact_fixed_state_v3\burgers\seed_69.json,Burgers,69,1,1,25.279239989553403,0.05510791338425962,0.0014382306825973562,True,38.316463451285934,0.0010046320946690795,4.988046875204505e-12,0.03217081806212718,0.0,0.03217081817386193,7842.460881050793,22.368329668538536,False,22.368329668538536,23.601001643014,22.400500486600663
outputs\posthoc\exact_fixed_state_v3\burgers\seed_69.json,Burgers,69,3,3,25.279239989553403,0.05510791338425962,4.67154020228728e-06,True,11796.519134583854,5.350335887136918e-05,4.196367969804019e-12,0.00010449455135130847,0.0,0.00010449464521748913,22.243358376014346,22.368329668538536,False,22.368329668538536,23.601001643014,22.368434163089887
outputs\posthoc\exact_fixed_state_v3\burgers\seed_69.json,Burgers,69,5,5,25.279239989553403,0.05510791338425962,7.421545067956502e-09,True,7425396.3129854575,1.6711747084332363e-06,8.317167121400072e-12,1.6600756680418272e-07,0.0,1.6619360794164323e-07,0.021701111244772385,22.368329668538536,False,22.368329668538536,23.601001643014,22.368329834546103
outputs\posthoc\exact_fixed_state_v3\burgers\seed_69.json,Burgers,69,10,10,25.279239989553403,0.05510791338425962,6.3429489602304e-12,True,8688058776.726763,1.721806068121537e-10,6.342975473668706e-12,-1.418811734765768e-10,8.071765478234738e-11,5.929978991714275e-16,2.3035982108825354e-10,22.368329668538536,False,22.368329668538536,23.601001643014,22.368329668396655
