source,benchmark,seed,step_budget,basis_dimension,raw_relative_error,gn_relative_error,corrected_relative_error,improved_over_gn,gn_to_corrected_error_ratio,defect_relative_norm,identity_relative_residual,minimum_gap_eigenvalue,maximum_positive_nested_increment_so_far,dense_oracle_gap_spectral_norm,floating_point_mu_bound,reference_minimum_eigenvalue,subspace_stalled_or_response_converged,reference_scalar,gn_scalar,corrected_scalar
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_77.json,Allen-Cahn,77,0,0,22.221829145930318,0.39049687523095344,0.009332948279399815,True,41.84067708731218,0.004174328568905865,2.1518321348666808e-12,0.04316552650294625,0.0,0.043165526512991506,6316.724028619323,4.625068640409594,False,4.625068640409594,6.431143496123184,4.668234166912541
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_77.json,Allen-Cahn,77,1,1,22.221829145930318,0.39049687523095344,0.0009530391577390847,True,409.7385422833387,0.0002179544591830149,2.5221602138726884e-12,0.004407871531071805,0.0,0.004407871542748087,17.220674607665757,4.625068640409594,False,4.625068640409594,6.431143496123184,4.629476511940666
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_77.json,Allen-Cahn,77,3,3,22.221829145930318,0.39049687523095344,5.58501559995945e-07,True,699186.7224753833,4.465239142404792e-05,3.3088994979081154e-12,2.5831080563420983e-06,0.0,2.5831233602379476e-06,0.7227832662768678,4.625068640409594,False,4.625068640409594,6.431143496123184,4.625071223517651
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_77.json,Allen-Cahn,77,5,5,22.221829145930318,0.39049687523095344,1.0737685344469686e-09,True,363669508.5613345,1.6439923820194036e-06,1.3181779227818172e-12,4.966253186466929e-09,0.0,4.972349849846614e-09,0.0009797567057242191,4.625068640409594,False,4.625068640409594,6.431143496123184,4.625068645375848
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_77.json,Allen-Cahn,77,10,10,22.221829145930318,0.39049687523095344,1.8404704054829877e-12,True,212172319678.49918,1.7571102078217682e-11,1.840470512801081e-12,-8.512301974406e-12,1.4338752407638822e-11,4.779488431111617e-19,1.1192230522526889e-13,4.625068640409594,False,4.625068640409594,6.431143496123184,4.625068640401082
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_78.json,Allen-Cahn,78,0,0,21.914595788322924,0.28167797695039015,0.0014656585319882175,True,192.18526744308176,0.007877665150428226,9.865163545083028e-13,0.007027422431562513,0.0,0.007027422426825511,6154.296894581754,4.7947200958008835,False,4.7947200958008835,6.145287155246237,4.801747518232446
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_78.json,Allen-Cahn,78,1,1,21.914595788322924,0.28167797695039015,2.0713992518052045e-05,True,13598.439639529197,0.0003290120516987469,4.564081139220023e-13,9.931779639771321e-05,0.0,9.93177985861077e-05,10.735122957977264,4.7947200958008835,False,4.7947200958008835,6.145287155246237,4.794819413597281
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_78.json,Allen-Cahn,78,3,3,21.914595788322924,0.28167797695039015,5.3525322760558285e-09,True,52625180.46092996,8.232348299239954e-06,1.1402140708222713e-13,2.5663894120953046e-08,0.0,2.566334742021823e-08,0.0067209533865166,4.7947200958008835,False,4.7947200958008835,6.145287155246237,4.794720121464778
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_78.json,Allen-Cahn,78,5,5,21.914595788322924,0.28167797695039015,9.069396016653323e-13,True,310580744774.1503,5.840517998257075e-08,8.744913422862232e-14,4.348521542851813e-12,0.0,3.9292274216050685e-12,3.382876502671896e-07,4.7947200958008835,False,4.7947200958008835,6.145287155246237,4.794720095805232
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_78.json,Allen-Cahn,78,10,9,21.914595788322924,0.28167797695039015,2.934216358329016e-13,True,959976847483.7375,1.27504916050903e-12,2.9342163708256123e-13,-1.4068746168049984e-12,1.1510792319313623e-12,3.0575517217382042e-21,1.6122681310292108e-16,4.7947200958008835,True,4.7947200958008835,6.145287155246237,4.794720095799477
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_79.json,Allen-Cahn,79,0,0,25.18322217722535,0.46672331054507077,0.0028744154066635908,True,162.37155891354226,0.007312157243558416,3.9881736618000655e-12,0.009966722904678704,0.0,0.009966722890810397,16837.822790194557,3.467391266004654,False,3.467391266004654,5.085703601296643,3.4773579889093327
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_79.json,Allen-Cahn,79,1,1,25.18322217722535,0.46672331054507077,0.00012095716583563394,True,3858.583386281479,0.0004179849787494808,1.5823636895324115e-12,0.0004194058215887253,0.0,0.0004194058161013876,55.019449371549676,3.467391266004654,False,3.467391266004654,5.085703601296643,3.4678106718262427
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_79.json,Allen-Cahn,79,3,3,25.18322217722535,0.46672331054507077,1.4561572491863742e-08,True,32051710.816661578,1.841603631376058e-05,2.3482424441277683e-13,5.049066942319769e-08,0.0,5.048985519565171e-08,0.10680392561752858,3.467391266004654,False,3.467391266004654,5.085703601296643,3.4673913164953234
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_79.json,Allen-Cahn,79,5,5,25.18322217722535,0.46672331054507077,1.1844457939069542e-12,True,394043621874.4637,6.706497921257818e-08,9.63300408100213e-13,4.106937012693379e-12,0.0,7.667975911040256e-13,1.4164018292065749e-06,3.467391266004654,False,3.467391266004654,5.085703601296643,3.467391266008761
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_79.json,Allen-Cahn,79,10,8,25.18322217722535,0.46672331054507077,2.0369188912517515e-12,True,229132005476.2978,9.228798948033e-13,2.036918898929171e-12,-7.062794793455396e-12,1.77351466845721e-11,6.251428553790683e-21,2.682163573526444e-16,3.467391266004654,True,3.467391266004654,5.085703601296643,3.467391265997591
outputs\posthoc\exact_fixed_state_v3\allen_cahn\seed_80.json,Allen-Cahn,80,0,0,20.3727584054641,0.36626326604464865,0.007030501089149321,True,52.09632448673241,0.005805261499315811,2.7189967269719874e-12,0.02667134045560715,0.0,0.026671340465994623,8265.379676980188,3.7936613688128062,False,3.7936613688128062,5.18314017568423,3.8203327092684134
