center,pde,seed,historical_status,alpha,gamma,status,failure_reason,error_GN,error_SO,strict_SO_win,strict_GN_win,logR_floor,logR,relative_GN,relative_SO,reference_resolved
burgers_64,burgers,64,PASS,1e-06,2.297025667914793,PASS,,5.306993077474999,0.47123543693021475,True,False,2.421422843194209,2.421422843194209,0.06833871564640769,0.0060681489605798975,True
burgers_64,burgers,64,PASS,0.0001,229.7025667914793,PASS,,6.3095108172800565,0.10597500166545615,True,False,4.086610194580547,4.086610194580547,0.032865950963333654,0.0005520188979686295,True
burgers_64,burgers,64,PASS,0.01,22970.25667914793,PASS,,4.748770658323451,0.010333357160334344,True,False,6.130263833104721,6.130263833104721,0.009641219148873068,2.0979358258066107e-05,True
burgers_65,burgers,65,PASS,1e-12,2.5444430008863982e-06,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,
burgers_65,burgers,65,PASS,1e-10,0.00025444430008863986,PASS,,3.1303312757432877,1.5572459610268652,True,False,0.6982199863558813,0.6982199863558813,0.182719708483851,0.09089757695658589,True
burgers_65,burgers,65,PASS,1e-08,0.025444430008863983,PASS,,2.3547593247093346,0.4426153037597942,True,False,1.6714927996792601,1.6714927996792601,0.10054054394743178,0.018898230036719577,True
burgers_65,burgers,65,PASS,1e-06,2.5444430008863983,PASS,,3.447148421697875,0.12529135447539375,True,False,3.314660762892513,3.314660762892513,0.05377298766822335,0.0019544532567071574,True
burgers_65,burgers,65,PASS,0.0001,254.44430008863984,PASS,,4.95009596953696,0.035755486630932865,True,False,4.930458513601749,4.930458513601749,0.02860392812034651,0.0002066116244600574,True
burgers_65,burgers,65,PASS,0.01,25444.430008863983,PASS,,5.004113824883746,0.006927632427505159,True,False,6.582497504330858,6.582497504330858,0.011354120138251303,1.5718501538554916e-05,True
burgers_66,burgers,66,PASS,1e-12,4.103324165352822e-06,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,
burgers_66,burgers,66,PASS,1e-10,0.00041033241653528225,PASS,,2.225263581073591,1.6974774408071198,True,False,0.2707320813004961,0.2707320813004961,0.10368345670790564,0.0790919018508626,True
burgers_66,burgers,66,PASS,1e-08,0.04103324165352822,PASS,,2.3463469998812343,0.6243591719570531,True,False,1.3238891307008867,1.3238891307008867,0.08431587633315894,0.02243631940751691,True
burgers_66,burgers,66,PASS,1e-06,4.103324165352822,PASS,,2.47602586702385,0.1373974294023128,True,False,2.8915324101007487,2.8915324101007487,0.04263145696148697,0.0023656669650322444,True
burgers_66,burgers,66,PASS,0.0001,410.3324165352822,PASS,,4.9493500470458685,0.036229549700010466,True,False,4.917136467410832,4.917136467410832,0.022348199768162734,0.0001635902101306577,True
burgers_66,burgers,66,PASS,0.01,41033.241653528225,PASS,,6.238218052342745,0.009915415419698093,True,False,6.44435919284845,6.44435919284845,0.013254081263684159,2.106686887716456e-05,True
burgers_67,burgers,67,PASS,1e-12,5.278366803053357e-07,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,
burgers_67,burgers,67,PASS,1e-10,5.2783668030533566e-05,PASS,,0.46864479862915687,4.506701652744823,False,True,-2.263475701576336,-2.263475701576336,0.015540442824064568,0.14944397028295728,True
burgers_67,burgers,67,PASS,1e-08,0.005278366803053357,PASS,,1.4459867275265879,2.823671705432389,False,True,-0.6692461163120096,-0.6692461163120096,0.04202628010092111,0.08206743239513255,True
burgers_67,burgers,67,PASS,1e-06,0.5278366803053356,PASS,,3.879147349744926,0.5432901635833787,True,False,1.965727104798647,1.965727104798647,0.053955410133215316,0.007556671854553384,True
burgers_67,burgers,67,PASS,0.0001,52.78366803053357,PASS,,5.784737490223506,0.3374908140149273,True,False,2.841439968727238,2.841439968727238,0.023755102597920588,0.001385910583899387,True
burgers_67,burgers,67,PASS,0.01,5278.366803053357,PASS,,6.966867162500989,0.02249432013616115,True,False,5.735658089227436,5.735658089227436,0.009399444800766184,3.0348521870583316e-05,True
burgers_68,burgers,68,PASS,1e-12,3.089247317378913e-06,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,
burgers_68,burgers,68,PASS,1e-10,0.00030892473173789133,PASS,,4.2145193838722435,1.0150759800601463,True,False,1.4235720928796594,1.4235720928796594,0.26476405455976265,0.06376898708673635,True
burgers_68,burgers,68,PASS,1e-08,0.030892473173789133,PASS,,4.663458882483724,0.30602919942339213,True,False,2.7238321808966597,2.7238321808966597,0.20705105801211343,0.01358726883198472,True
burgers_68,burgers,68,PASS,1e-06,3.089247317378913,PASS,,6.878147875085233,0.18752665549072844,True,False,3.6021836925591693,3.6021836925591693,0.10259951917464992,0.002797285698883079,True
burgers_68,burgers,68,PASS,0.0001,308.9247317378913,PASS,,7.488701771204887,0.05986519056102679,True,False,4.829055522868125,4.829055522868125,0.03968766379124116,0.0003172658797710869,True
burgers_68,burgers,68,PASS,0.01,30892.47317378913,PASS,,8.488651081425417,0.012233172082119381,True,False,6.542334098450386,6.542334098450386,0.02090014955958519,3.0119641348423077e-05,True
burgers_69,burgers,69,PASS,1e-12,2.173118360347925e-06,CHECKPOINT_INVALID,state_not_SPD,,,,,,,,,
burgers_69,burgers,69,PASS,1e-10,0.00021731183603479248,PASS,,2.006391550551484,0.8335688923481257,True,False,0.8783767861194061,0.8783767861194061,0.1206951428643449,0.050143610563739345,True
burgers_69,burgers,69,PASS,1e-08,0.021731183603479247,PASS,,1.2326719751445125,0.43768430707712014,True,False,1.0354415393626417,1.0354415393626417,0.05510791343906602,0.01956714307974417,True
burgers_69,burgers,69,PASS,1e-06,2.1731183603479245,PASS,,2.838565132706208,0.07853847120679802,True,False,3.5874653847121314,3.5874653847121314,0.043982486613679504,0.0012169237262555249,True
burgers_69,burgers,69,PASS,0.0001,217.3118360347925,PASS,,4.120644991670133,0.02705284907136729,True,False,5.025972655607452,5.025972655607452,0.021093092252382904,0.00013848032099481126,True
