run_id,center_id,checkpoint_restore_seconds,hvp_cold_start_seconds,hvp_warm_seconds_1,hvp_warm_seconds_2,hvp_warm_seconds_3,hvp_warm_median_seconds,directional_jvp_plus_hvp_seconds,explicit_dense_hessian_seconds,note,torch_threads,device,timing_sync
day2,burgers_59,0.27149810001719743,0.24715019995346665,0.006135699921287596,0.005928500089794397,0.0061932000098749995,0.006135699921287596,0.583134000073187,0.03395269997417927,"explicit dense Hessian and block quadratics are verification-side only; GN solve residual here is computed from archived blocks (dense, verification); production HVP used only JVP+HVP on the real residual.",1,cpu,time.perf_counter (wall); CPU-bound single-thread float64
day2,burgers_67,0.26263980008661747,0.00612179993186146,0.005852700094692409,0.00566549994982779,0.0062275000382214785,0.005852700094692409,0.006856300053186715,0.0317714000120759,"explicit dense Hessian and block quadratics are verification-side only; GN solve residual here is computed from archived blocks (dense, verification); production HVP used only JVP+HVP on the real residual.",1,cpu,time.perf_counter (wall); CPU-bound single-thread float64
day2,burgers_55,0.26324450003448874,0.006100800004787743,0.005923100048676133,0.006036299979314208,0.006114899995736778,0.006036299979314208,0.006887500057928264,0.03215820004697889,"explicit dense Hessian and block quadratics are verification-side only; GN solve residual here is computed from archived blocks (dense, verification); production HVP used only JVP+HVP on the real residual.",1,cpu,time.perf_counter (wall); CPU-bound single-thread float64
day2,allen_cahn_84,0.2844422999769449,0.005922799929976463,0.006021499983035028,0.0054555999813601375,0.005951799917966127,0.005951799917966127,0.0063773998990654945,0.020959899993613362,"explicit dense Hessian and block quadratics are verification-side only; GN solve residual here is computed from archived blocks (dense, verification); production HVP used only JVP+HVP on the real residual.",1,cpu,time.perf_counter (wall); CPU-bound single-thread float64
