below_positivity_tolerance_count,data_seed,initialization_seed,kappa,max_eigenvalue,min_eigenvalue,negative_count,noise_level,normalized_state_gradient,objective,polish_budget,polish_iterations_used,positivity_tolerance,ran_to_iteration_cap
20,916001,926001,1.1880540889965168,57052.01269662561,-0.1012109963705567,20,0.0,0.0001249909738224626,0.033421188405762865,0,0,5.7052012696625605e-06,False
21,916001,926001,1.1880540889965168,55460.11648712757,-0.2656321598497766,19,0.0,0.00021355277309780742,0.016587462528358875,1000,1000,5.546011648712757e-06,True
18,916001,926001,1.1880540889965168,69012.13481229192,-0.00876744582492283,16,0.0,9.841461014329702e-06,0.004913858992905491,3000,3000,6.901213481229192e-06,True
28,916001,926001,1.1880540889965168,1092279.0652383962,-0.001976217806534663,15,0.0,1.0318040935541154e-05,0.002316986418873245,10000,10000,0.00010922790652383963,True
32,916001,926001,1.1880540889965168,3429831.047100787,-9.976135333756527e-05,9,0.0,1.0217172992456945e-08,0.001972543669639672,30000,30000,0.0003429831047100787,True
